pin,household_id,zipcode,blockgroup,lat,lon,zone,liveyearround,liveparttime,everhit,howmanyhits,worry,timesevac,expectedmoreorless,evacuated,whenleft,advisedtogo,samechoice,evacpwithnote,evacpwithoutnote,yearborn,sex,hispanic,race,edu,income,ideology,party,elevation,milestocoast
14261725,61725,06460,2,41.233113,-73.00105,B,1,1,1,2,5,0,3,NA,NA,2,2,5,3,1952,2,2,3,5,5,3,3,27.048200686874388,0.24358877234898332
14261752,61752,06340,1,41.3237329999999,-72.0636259999999,B,1,1,1,2,5,0,3,2,NA,2,2,2,3,1980,2,2,3,4,3,2,2,6.995975017547607,0.30604401555463023
14262130,62130,06460,2,41.194944,-73.0840579999999,B,1,1,1,1,5,1,5,2,1,3,1,4,4,1973,1,2,3,7,6,3,1,4.746755123138428,0.17998914389135592
14262572,62572,06825,1,41.175631,-73.2248649999999,B,1,1,1,2,3,0,5,2,NA,2,5,3,1,1953,1,2,3,4,3,3,6,9.381184577941895,0.30195716728117417
14262738,62738,06615,1,41.1896849999999,-73.1326719999999,B,1,1,1,2,3,0,3,2,NA,2,1,2,1,1951,1,2,3,6,2,3,3,5.477975845336914,0.4195954755698207
14262929,62929,06608,2,41.1818859999999,-73.1773879999999,B,1,2,1,2,7,0,5,2,NA,1,2,4,NA,1963,2,1,5,4,2,3,2,5.38258695602417,0.13370794046813456
14262935,62935,06880,3,41.132572,-73.2999659999999,B,1,1,1,3,4,0,3,2,NA,2,2,2,2,1935,1,2,3,7,3,4,2,8.071867942810059,0.11515248677790302
14263125,63125,06513,2,41.3072269999999,-72.892426,B,1,1,2,2,5,0,3,NA,NA,2,1,5,3,1953,2,2,5,5,5,3,2,38.309705513381964,0.1257518120908031
14263179,63179,06880,2,41.1193829999999,-73.376952,B,1,1,1,5,2,1,2,2,3,2,1,4,2,1981,2,2,3,9,5,2,3,12.60325336456299,0.19125022575692757
14263212,63212,06510,1,41.3046739999999,-72.9247689999999,B,1,1,2,2,5,0,3,NA,NA,2,1,4,2,1967,2,2,3,8,3,3,5,23.950963336200715,0.728787231826485
14263225,63225,06405,3,41.283346,-72.816166,B,1,1,1,2,5,0,3,2,NA,2,1,5,2,1922,2,2,3,4,3,3,3,9.247302055358887,0.4587800381604046
14263323,63323,06607,1,41.179661,-73.15613,B,1,1,1,2,3,0,3,2,NA,1,1,4,2,1969,2,2,7,10,1,4,3,4.201008319854736,0.42405020588130254
14263457,63457,06516,4,41.2651449999999,-72.9542239999999,B,2,1,1,2,5,2,2,1,1,3,1,5,4,1959,2,2,3,7,4,2,2,28.56904220581055,0.2711370612828157
14263608,63608,06608,3,41.185937,-73.186052,B,1,NA,1,2,5,0,4,2,NA,2,2,5,2,1954,1,2,3,7,1,3,2,6.953299522399902,0.12555846298588053
14263899,63899,06516,2,41.272775,-72.9424089999999,B,1,1,1,3,4,0,1,2,NA,2,2,3,2,1966,1,2,7,4,4,3,5,5.843259811401367,0.31420755761789604
14264151,64151,06615,1,41.186936,-73.1322409999999,B,1,1,1,2,1,0,3,2,NA,2,1,5,1,1951,1,2,3,8,4,4,1,4.204255104064941,0.3887076771932177
14265239,65239,06460,2,41.235235,-73.0009009999999,B,1,NA,1,2,4,0,4,2,NA,2,1,3,2,1953,1,2,3,5,4,3,3,6.217614650726318,0.2664289847808949
14265302,65302,06807,2,41.045656,-73.5946399999999,B,2,1,1,0,5,0,5,2,NA,3,1,2,2,1943,2,2,3,5,3,3,1,8.929341316223145,0.32259149771007445
14265874,65874,06512,2,41.2775469999999,-72.878387,B,1,1,1,2,4,0,5,2,NA,2,5,5,4,1964,2,2,3,7,5,3,1,6.371428489685059,0.6940766634371476
14265899,65899,06824,2,41.152403,-73.2480939999999,B,1,1,1,2,4,0,4,2,NA,3,2,5,2,1969,2,2,3,7,4,3,5,6.817250728607178,0.32161256637011426
14265971,65971,06902,1,41.03414,-73.5490369999999,B,1,1,1,2,5,1,5,1,1,1,2,5,2,1941,2,2,3,7,5,3,2,7.315765857696533,0.19460109112724305
14266145,66145,06901,3,41.0526029999999,-73.5434929999999,B,1,1,1,2,4,0,3,2,NA,2,3,5,2,1930,2,2,1,2,1,2,2,6.746827125549316,0.11061120139043551
14266785,66785,06473,2,41.366011,-72.887106,B,1,1,1,2,5,0,4,2,NA,2,2,3,3,1980,2,2,3,6,5,3,2,5.768925189971924,0.07398602352944009
14267083,67083,06604,1,41.173355,-73.197242,B,1,2,1,2,3,3,4,2,3,1,3,3,3,1958,1,2,1,4,1,3,2,6.087371349334717,0.4769552156231057
14267180,67180,06443,4,41.2847459999999,-72.625628,B,1,1,1,3,2,0,3,2,NA,2,1,5,1,1948,2,2,3,6,5,3,5,10.22577857971191,0.4112481867643334
14267684,67684,06607,1,41.1763729999999,-73.15979,B,1,1,1,3,5,0,3,2,NA,2,2,2,1,1926,1,2,1,3,2,3,2,4.184131622314453,0.15573452864239012
14267909,67909,06608,3,41.185937,-73.186052,B,1,1,1,2,7,0,3,2,NA,2,3,3,2,1937,2,2,1,2,1,3,2,6.953299522399902,0.12555846298588053
14268021,68021,06515,4,41.329393,-72.955305,B,1,1,1,3,4,0,3,2,NA,1,2,3,2,1969,2,2,1,5,2,3,2,6.25706672668457,0.17324144070705763
14268027,68027,06460,4,41.2001769999999,-73.099277,B,1,1,1,2,4,0,5,2,NA,2,1,5,3,1963,1,2,3,7,6,3,3,8.321049690246582,0.1618512492973922
14268248,68248,06379,2,41.362068,-71.8744999999999,B,1,1,1,6,1,0,4,2,NA,3,1,4,1,1953,2,2,3,7,4,1,2,8.935403823852539,0.20024415495647
14268394,68394,06608,3,41.185937,-73.186052,B,1,1,1,3,4,3,3,2,NA,2,5,2,2,1954,1,2,1,4,5,3,5,6.953299522399902,0.12555846298588053
14268524,68524,06511,1,41.3048089999999,-72.9200689999999,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1984,1,2,2,7,5,3,5,23.287222573661804,0.5981810063506693
14268697,68697,06460,1,41.227019,-73.051277,B,1,1,1,3,2,0,4,2,NA,2,1,2,1,1960,2,2,3,4,5,3,1,10.422607421875,0.37440104577458116
14268727,68727,06340,1,41.34892,-72.022034,B,1,1,1,1,4,0,2,2,NA,1,4,2,1,1970,2,2,3,4,4,3,2,6.528684616088867,0.7883838033962374
14268945,68945,06807,2,41.042786,-73.5957999999999,B,1,NA,1,3,5,0,4,2,NA,3,2,4,2,1970,2,2,3,5,4,3,3,6.504716873168945,0.3085138512514448
14269017,69017,06516,1,41.2689719999999,-72.9522929999999,B,1,1,1,2,2,0,3,2,NA,2,1,2,1,1943,1,2,3,7,5,3,3,8.438451766967773,0.3695348485462395
14269270,69270,06605,2,41.171474,-73.198442,B,1,1,1,1,3,0,4,2,NA,2,1,3,3,1984,1,1,3,5,2,3,3,6.257599353790283,0.3331256293571821
14269544,69544,06512,1,41.278814,-72.868802,B,1,2,1,2,3,0,5,2,NA,2,3,3,NA,1938,2,2,3,4,1,3,6,3.722563028335571,0.23688481781675794
14269562,69562,06460,4,41.193496,-73.1084259999999,B,1,1,1,2,3,1,3,1,3,1,3,4,3,1966,2,2,3,6,4,4,5,6.434131622314453,0.14556934185585577
14269812,69812,06437,1,41.282946,-72.6789899999999,B,1,1,1,5,4,0,4,2,NA,2,1,2,1,1960,2,2,3,9,3,2,3,6.099489688873291,0.4352517631994862
14269918,69918,06607,2,41.178206,-73.162076,B,1,NA,1,3,7,0,4,2,NA,2,2,5,3,1967,2,2,5,7,5,2,2,4.688753604888916,0.29585516113301547
14269998,69998,06511,1,41.3145099999999,-72.9115649999999,B,1,1,3,2,5,0,3,NA,NA,2,1,4,2,1964,2,2,2,8,5,2,2,26.832988801689147,0.22209016635196527
14270272,70272,06901,4,41.0567149999999,-73.5360589999999,B,1,NA,2,2,5,0,3,NA,NA,2,1,4,4,1934,2,1,7,5,3,3,3,22.394587452449798,0.5046708400879335
14270322,70322,06902,1,41.0508039999999,-73.522886,B,1,1,2,2,5,0,3,NA,NA,2,1,4,NA,1942,2,2,3,3,3,3,3,23.058684904212953,0.5460385423794758
14270712,70712,06820,3,41.063552,-73.4667189999999,B,1,1,1,2,4,1,4,1,2,1,3,5,5,1965,2,2,3,7,5,3,1,12.68356609344482,0.10789930335340384
14270793,70793,06902,1,41.055533,-73.5262,B,1,1,2,2,5,0,3,NA,NA,2,1,5,4,1948,1,2,3,7,6,4,5,23.527735927371978,0.6156206862685875
14270827,70827,06880,3,41.126313,-73.310781,B,1,1,1,2,5,0,5,2,NA,2,1,3,1,1973,2,2,3,9,6,3,3,6.016154289245605,0.28525877155762136
14271004,71004,06405,1,41.268214,-72.835891,B,1,NA,1,0,1,0,2,2,NA,2,1,2,2,1951,1,2,3,4,2,3,1,14.26930046081543,0.401267720163278
14271038,71038,06607,2,41.181922,-73.158749,B,1,1,1,2,5,0,3,2,NA,2,1,1,1,1964,1,2,3,4,3,3,2,8.351269721984863,0.5418913019985258
14271384,71384,06511,1,41.309938,-72.9137599999999,B,1,1,1,2,4,1,2,2,NA,2,3,4,3,1974,2,1,3,6,2,2,2,9.990589141845703,0.3111149400878673
14271448,71448,06516,3,41.2590209999999,-72.956395,B,1,1,1,4,6,0,3,2,NA,2,1,5,2,1959,2,2,7,5,3,3,5,14.66651344299316,0.2061466293486394
14271467,71467,06608,1,41.1813489999999,-73.18022,B,1,NA,1,3,2,0,3,2,NA,1,2,3,NA,1963,1,1,3,5,4,2,2,6.432645797729492,0.23838066333980526
14271521,71521,06901,1,41.0561489999999,-73.540512,B,1,1,1,3,3,0,5,2,NA,2,1,5,1,1984,2,2,3,7,2,1,2,6.170231819152832,0.2733709091155646
14271723,71723,06854,2,41.0981299999999,-73.418406,B,1,1,1,1,4,0,3,2,NA,2,1,5,2,1987,2,2,2,8,5,3,5,8.3892183303833,0.1541210574060439
14271760,71760,06516,3,41.259216,-72.956547,B,1,1,2,2,5,0,3,NA,NA,2,1,4,1,1939,2,2,3,4,2,4,3,48.8251916985321,0.2123564779461891
14272307,72307,06516,1,41.274735,-72.938449,B,1,1,1,2,4,0,3,2,NA,2,2,4,2,1980,2,2,3,5,3,3,5,7.332099437713623,0.09673655782607582
14272313,72313,06901,1,41.058739,-73.54012,B,1,1,2,2,5,0,3,NA,NA,2,1,4,3,1950,1,2,3,6,5,3,1,28.22517813243866,0.3959880099348014
14272465,72465,06516,1,41.27051,-72.9544269999999,B,1,1,1,1,2,0,2,1,2,2,1,2,4,1962,1,2,3,4,2,3,5,11.81202220916748,0.3164071993086099
14272590,72590,06460,4,41.1950179999999,-73.1089599999999,B,1,1,1,5,6,0,5,2,NA,2,2,4,3,1942,2,2,3,8,4,3,3,7.635296821594238,0.10512249842216555
14272598,72598,06443,3,41.279364,-72.592405,B,1,1,1,3,4,2,5,1,1,2,1,5,5,1947,2,2,3,5,1,1,2,7.437357902526855,0.23282597875633496
14272712,72712,06516,3,41.260347,-72.954611,B,1,1,1,3,6,0,3,2,NA,2,1,5,1,1944,2,2,3,5,3,3,2,22.77168655395508,0.30835271322032987
14272802,72802,06604,1,41.1792799999999,-73.1893419999999,B,1,1,1,2,1,0,2,2,NA,1,1,4,5,1944,1,1,3,2,2,2,2,6.962409496307373,0.13392655466849718
14273251,73251,06901,3,41.0526029999999,-73.5434929999999,B,1,1,3,2,5,0,3,NA,NA,2,1,NA,NA,1955,2,2,1,4,1,3,6,22.13526030658722,0.11061120139043551
14273284,73284,06608,1,41.1900279999999,-73.176618,B,1,1,1,2,5,0,3,2,NA,2,1,1,1,1969,1,2,3,4,3,3,5,8.314196586608887,0.40211303658164055
14273454,73454,06824,1,41.1606719999999,-73.236911,B,1,1,1,3,5,1,4,2,NA,2,3,4,2,1980,2,2,3,8,6,3,3,10.5365161895752,0.2246883527379902
14274201,74201,06511,1,41.3083749999999,-72.912424,B,1,1,1,3,6,0,3,2,NA,1,2,4,2,1985,2,1,6,6,2,3,2,5.97057056427002,0.22267186904055852
14274697,74697,06901,3,41.054194,-73.535988,B,1,1,1,4,4,0,4,2,NA,2,1,2,1,1977,1,2,4,8,6,3,5,5.652903079986572,0.3874938306260202
14274768,74768,06607,6,41.1819909999999,-73.1695469999999,B,1,1,1,3,7,2,4,2,NA,2,1,5,NA,1964,2,2,1,5,1,3,2,5.583748340606689,0.14178390412707545
14274781,74781,06513,3,41.311199,-72.899692,B,1,1,1,2,7,0,3,2,NA,2,3,5,2,1960,2,1,5,6,3,3,2,8.623644828796387,0.3293796979482091
14274786,74786,06511,1,41.3066549999999,-72.916663,B,1,1,1,2,5,0,3,2,NA,2,1,5,2,1988,1,2,3,9,3,2,2,7.054577350616455,0.42086912823097683
14275054,75054,06511,2,41.302472,-72.9194229999999,B,1,1,1,1,7,1,1,NA,NA,2,1,5,5,1949,1,2,7,10,2,3,2,16.243378528232576,0.4394003028142878
14275260,75260,06510,1,41.3047049999999,-72.922944,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1984,1,2,3,9,4,2,2,16.406086698265074,0.6693433273426056
14275286,75286,06901,1,41.056913,-73.537282,B,1,1,2,2,5,0,3,NA,NA,2,1,5,NA,1941,2,2,3,6,5,3,3,21.75220423942566,0.44919989224624596
14275321,75321,06605,3,41.176726,-73.203235,B,1,2,1,1,1,0,1,2,2,1,3,3,NA,1946,1,1,3,4,2,3,5,6.965936660766602,0.684262885171001
14275764,75764,06870,2,41.0345519999999,-73.5688159999999,B,1,1,1,6,5,0,2,2,NA,2,1,4,2,1951,1,2,3,7,4,4,1,8.848469734191895,0.24908826401304557
14275850,75850,06824,4,41.1676659999999,-73.2678839999999,B,1,1,1,3,5,0,5,2,NA,2,1,4,2,1960,1,2,3,7,6,4,3,10.47948265075684,1.7534195182080927
14276502,76502,06515,3,41.328713,-72.956338,B,1,1,1,5,4,1,3,2,NA,2,1,5,2,1938,2,2,1,7,4,3,3,6.147858619689941,0.11678584094937022
14276864,76864,06604,3,41.184542,-73.214898,B,1,2,1,1,5,0,1,2,NA,2,1,5,2,1944,1,2,3,7,5,2,2,8.753409385681152,1.0230679090385963
14276891,76891,06605,1,41.1747599999999,-73.2159029999999,B,1,1,1,3,4,0,4,2,NA,2,1,3,1,1954,2,2,1,5,5,3,5,6.345913410186768,0.4689946203359363
14277139,77139,06870,2,41.035559,-73.564538,B,1,1,1,1,4,0,2,2,NA,3,1,3,NA,1974,1,2,3,8,4,3,6,7.604029178619385,0.46414739756819345
14278266,78266,06405,1,41.2680599999999,-72.8357809999999,B,1,1,1,4,5,0,3,2,NA,2,2,1,1,1950,1,2,3,7,5,3,2,10.58693408966064,0.39804144502078637
14278435,78435,06516,4,41.2647729999999,-72.9513769999999,B,1,1,1,3,1,0,3,2,NA,2,2,3,3,1954,2,2,1,5,3,3,2,8.886887550354004,0.42148948434644273
14278536,78536,06443,4,41.2858009999999,-72.627115,B,1,1,1,2,5,0,3,2,NA,2,1,4,1,1962,2,2,3,7,5,5,1,9.728538513183594,0.4122160812072242
14278609,78609,06340,1,41.3464,-72.0469499999999,B,1,NA,3,0,7,0,2,2,1,3,3,5,NA,1935,2,1,3,2,1,4,2,5.843332767486572,0.45552437968948656
14278677,78677,06902,3,41.038929,-73.528595,B,1,1,1,1,4,0,2,2,NA,1,4,4,2,1984,2,2,3,8,4,2,2,3.792683124542236,0.08595888237070268
14278695,78695,06825,1,41.1692389999999,-73.229236,B,1,1,1,3,5,0,5,1,1,2,2,5,4,1950,2,2,3,7,3,4,3,4.978896617889404,0.07485024312701198
14278983,78983,06830,2,41.008287,-73.636616,B,1,1,1,2,3,0,4,2,NA,2,2,5,1,1957,2,2,3,8,5,4,3,15.9278678894043,0.20659778768697998
14279066,79066,06517,2,41.329709,-72.8982879999999,B,1,NA,1,5,1,0,1,2,NA,2,1,2,1,1965,1,1,3,4,4,5,6,7.252509117126465,0.2455825756989827
14279071,79071,06854,1,41.1015579999999,-73.4185679999999,B,1,2,1,0,4,0,3,1,1,3,3,4,3,1955,1,2,3,7,6,3,3,6.320735931396484,0.1250468893968165
14279835,79835,06460,1,41.2229329999999,-73.05065,B,1,1,1,2,4,1,5,2,NA,2,1,3,1,1976,1,2,7,9,5,4,1,9.706199645996094,0.22552460671554814
14280016,80016,06905,3,41.0661929999999,-73.547903,B,1,1,1,2,3,0,2,2,NA,2,1,3,1,1950,2,2,3,7,2,2,3,8.608453750610352,0.8148812207155214
14280193,80193,06460,2,41.216081,-73.0596769999999,B,1,1,1,2,7,0,5,2,NA,2,1,2,1,1954,2,2,3,5,3,2,3,7.348631381988525,0.13095022439463017
14280399,80399,06807,3,41.041975,-73.601259,B,1,1,2,2,5,0,3,NA,NA,2,1,2,NA,1958,1,2,1,5,3,4,3,30.966794762115477,0.2949014071713637
14280408,80408,06830,2,41.015005,-73.634067,B,1,1,1,4,5,0,4,2,NA,2,3,2,2,1947,2,2,3,5,2,3,2,37.07065963745117,0.20444392680307072
14280428,80428,06604,1,41.17928,-73.189342,B,1,1,2,2,5,0,3,NA,NA,2,1,5,2,1953,1,2,1,5,1,1,3,22.84255157186508,0.13392655466849718
14280762,80762,06615,2,41.19241,-73.136653,B,1,1,1,2,5,1,4,2,NA,2,2,3,3,1971,2,2,3,5,2,3,5,6.218463897705078,0.670205151355756
14281008,81008,06515,4,41.329129,-72.955371,B,1,2,1,3,4,0,1,2,NA,2,1,2,2,1958,2,2,3,3,1,3,2,6.023373126983643,0.15492823912584147
14281370,81370,06516,3,41.271921,-72.951927,B,1,1,1,1,5,0,2,2,NA,2,1,5,2,1940,1,2,3,8,3,2,3,5.83399486541748,0.47890369315698994
14282193,82193,06511,1,41.3060279999999,-72.9226709999999,B,1,1,1,4,2,0,3,2,NA,2,1,5,1,1950,1,2,3,7,3,3,2,6.838760852813721,0.7334804512694303
14282289,82289,06607,1,41.1793619999999,-73.155848,B,1,1,1,3,7,0,4,2,NA,2,2,5,2,1969,2,2,1,4,1,3,1,3.292593240737915,0.4113683322801751
14282299,82299,06513,2,41.307048,-72.894272,B,1,1,1,4,3,0,3,2,NA,2,1,2,2,1972,1,2,3,5,1,3,3,11.50918197631836,0.20571283506793708
14282473,82473,06511,4,41.32103,-72.913977,B,1,1,1,1,3,1,3,1,1,3,3,5,3,1979,2,2,3,9,4,1,2,8.875727653503418,0.4325192167202331
14282674,82674,06807,4,41.043761,-73.599451,B,1,2,2,0,4,0,2,2,NA,1,4,2,NA,1942,2,2,3,3,5,3,2,9.682745933532715,0.40028489387958005
14282942,82942,06901,3,41.055576,-73.5337279999999,B,1,1,1,2,2,0,3,2,NA,2,1,3,NA,1926,2,2,3,6,5,4,3,4.777671337127686,0.4677686530755534
14283004,83004,06510,1,41.3047049999999,-72.922944,B,1,1,1,1,5,0,2,2,NA,2,3,4,4,1959,1,2,3,7,5,2,6,5.000575065612793,0.6693433273426056
14283255,83255,06902,1,41.0445029999999,-73.534835,B,1,1,1,2,4,0,4,2,NA,2,1,5,2,1973,2,2,1,5,2,2,2,2.48731255531311,0.18286682532148318
14283293,83293,06902,1,41.04319,-73.537079,B,1,1,2,2,5,0,3,NA,NA,2,1,5,3,1957,1,2,1,4,2,3,2,11.48810964711189,0.3223046356624777
14283873,83873,06443,4,41.285046,-72.6329489999999,B,1,1,1,2,4,0,4,2,NA,2,1,2,1,1943,2,2,3,7,4,4,3,12.64289855957031,0.26043303728843076
14284001,84001,06460,4,41.195752,-73.105491,B,1,1,1,6,6,4,4,2,NA,2,1,3,3,1951,1,2,3,7,5,3,2,11.90561866760254,0.21975683267391213
14284201,84201,06825,1,41.1651019999999,-73.230936,B,1,1,1,3,7,0,1,2,NA,2,2,3,2,1953,1,1,3,5,3,1,5,5.454998016357422,0.18710834292945225
14284283,84283,06902,1,41.044524,-73.535055,B,1,1,2,2,5,0,3,NA,NA,2,1,4,4,1992,1,1,3,7,3,4,1,8.105273737668991,0.1930997800478413
14284596,84596,06510,1,41.3041989999999,-72.92529,B,1,1,1,2,3,0,4,2,NA,2,1,5,2,1985,1,2,3,7,3,2,2,6.538780212402344,0.7245378471895519
14284819,84819,06515,4,41.3299469999999,-72.958033,B,1,1,1,2,7,0,3,2,NA,2,1,5,2,1937,2,2,1,4,2,3,2,7.071286201477051,0.1715914853560039
14284896,84896,06475,4,41.288626,-72.3778889999999,B,1,NA,1,3,5,1,3,1,1,1,3,4,2,1942,1,2,3,7,4,2,2,6.980338573455811,0.25722947143683866
14284976,84976,06437,1,41.2846959999999,-72.684781,B,1,NA,1,3,4,2,3,1,1,1,1,5,4,1934,2,2,3,7,4,3,2,7.868853569030762,0.14423407263579213
14285196,85196,06824,4,41.158873,-73.2673819999999,B,1,1,1,3,3,0,3,2,NA,2,1,4,1,1949,2,2,3,8,5,3,3,7.627950668334961,1.3928864377914731
14285233,85233,06513,3,41.308705,-72.900357,B,1,1,1,1,7,0,3,2,NA,2,3,5,3,1950,2,2,7,7,5,3,5,9.016825675964355,0.2770830005972708
14285271,85271,06824,3,41.147668,-73.2696229999999,B,1,1,1,3,5,1,4,2,NA,2,2,5,3,1971,1,2,3,7,6,4,1,8.612839698791504,0.7469990906023416
14285369,85369,06510,1,41.3047049999999,-72.922944,B,1,1,1,4,2,0,4,2,NA,2,2,5,2,1977,2,2,7,9,6,3,3,5.000575065612793,0.6693433273426056
14285420,85420,06437,2,41.284109,-72.676619,B,1,1,1,3,3,0,5,2,NA,2,2,5,2,1967,1,2,3,8,3,3,2,7.042946338653564,0.5657248543485914
14285532,85532,06516,4,41.260303,-72.951839,B,1,1,1,3,4,0,4,2,NA,3,1,3,2,1949,2,2,3,6,2,3,3,10.42583656311035,0.3118409876176105
14285829,85829,06615,2,41.185211,-73.1317959999999,B,1,1,1,2,5,0,1,2,NA,2,1,4,1,1950,1,2,3,8,5,3,2,5.492044448852539,0.3057031817849832
14286003,86003,06516,4,41.26502,-72.9512339999999,B,1,1,1,1,4,0,5,2,NA,2,2,5,3,1940,2,2,3,4,3,3,5,9.275032043457031,0.4257920042189189
14286012,86012,06608,2,41.1819339999999,-73.1785299999999,B,1,1,3,2,5,0,3,NA,NA,2,1,3,NA,1953,2,2,3,5,2,3,2,21.445535985603332,0.1868996199963313
14286067,86067,06516,4,41.276714,-72.949056,B,1,1,1,3,5,1,2,1,3,1,4,3,1,1984,2,2,3,7,2,4,2,7.297318935394287,0.5580298386678226
14287010,87010,06901,4,41.0583859999999,-73.5361639999999,B,1,1,3,2,5,0,3,NA,NA,2,1,4,2,1989,2,2,3,5,3,2,2,29.15584289554596,0.5457678264917403
14287111,87111,06511,2,41.302816,-72.918439,B,1,1,1,1,4,0,2,2,NA,2,1,4,1,1982,2,2,3,9,5,1,2,5.304157257080078,0.43810219264494615
14287402,87402,06460,2,41.194417,-73.103989,B,1,1,1,2,5,0,2,2,NA,2,1,3,2,1950,1,2,3,5,4,3,6,8.637911796569824,0.12569300912815434
14287871,87871,06516,1,41.269031,-72.951056,B,1,1,1,4,3,0,3,2,NA,2,1,5,3,1963,2,2,3,7,5,3,6,7.403379917144775,0.4329478320872907
14288252,88252,06902,2,41.043328,-73.542816,B,1,1,1,3,3,0,3,2,NA,2,1,5,2,1948,1,2,3,8,5,3,5,7.170668125152588,0.10363199006207102
14288447,88447,06516,4,41.261206,-72.950868,B,1,1,1,1,5,1,1,1,2,3,1,5,3,1942,2,2,3,5,2,1,4,5.336045265197754,0.3541405846503107
14288750,88750,06824,3,41.144947,-73.270763,B,1,1,2,2,5,0,3,NA,NA,2,1,5,4,1972,1,2,3,7,6,3,5,24.340211403141023,0.5503520015341338
14288881,88881,06512,2,41.2736469999999,-72.8768879999999,B,1,2,1,3,4,0,3,2,NA,2,1,3,2,1952,1,2,3,7,4,3,2,5.014009475708008,0.5162519923355399
14289226,89226,06511,2,41.3037959999999,-72.919227,B,2,1,3,2,5,0,3,NA,NA,2,1,5,1,1971,1,2,3,9,5,1,2,22.42581496826172,0.5164146781762827
14289322,89322,06516,3,41.2609909999999,-72.957181,B,1,1,3,2,5,0,3,NA,NA,2,1,5,5,1915,2,2,3,7,1,5,2,56.39747865180968,0.16740250049906394
14289595,89595,06807,3,41.0416099999999,-73.6030169999999,B,1,1,1,3,6,0,5,2,NA,1,1,3,3,1956,1,2,3,8,6,3,1,10.22567844390869,0.316113084410596
14290015,90015,06498,4,41.2821789999999,-72.439475,B,1,1,1,2,5,4,3,2,NA,2,1,4,2,1947,2,2,3,7,2,4,1,13.82592296600342,0.24414806675048042
14290155,90155,06516,2,41.2637799999999,-72.9508969999999,B,1,2,1,1,5,2,4,1,3,1,3,NA,4,1978,2,1,7,3,1,3,2,11.59214496612549,0.4535467769284013
14290279,90279,06605,4,41.173095000000004,-73.2054849999999,B,1,1,1,4,4,0,3,2,NA,2,3,5,3,1965,2,1,3,5,3,4,3,6.559903621673584,0.4685613266465086
14290319,90319,06511,2,41.3180789999999,-72.90885,B,1,1,1,2,4,0,3,2,NA,2,1,5,2,1984,2,2,3,8,3,1,2,7.649808883666992,0.18505459491735607
14290357,90357,06498,5,41.2875379999999,-72.439554,B,1,1,1,2,5,0,4,2,NA,2,1,4,2,1964,1,2,2,7,5,3,5,18.19425010681152,0.42761667790788677
14290517,90517,06880,3,41.1371019999999,-73.300408,B,1,1,1,3,2,0,4,2,NA,2,1,3,1,1941,2,2,3,9,6,2,2,8.189342498779297,0.1343677644696439
14290730,90730,06615,1,41.192242,-73.124836,B,1,1,1,1,2,0,5,2,NA,1,2,4,3,1957,2,2,3,4,3,2,3,6.595170974731445,0.10779385747455711
14290743,90743,06604,3,41.180948,-73.2179909999999,B,1,1,1,1,4,0,4,2,NA,2,2,2,2,1947,2,2,3,5,2,4,1,10.12750148773193,0.7297372771550538
14290882,90882,06513,1,41.3148759999999,-72.90188,B,1,1,2,0,2,0,1,2,4,2,4,5,3,1990,2,2,7,5,1,3,5,10.93799877166748,0.2088106869459434
14291156,91156,06460,2,41.196815,-73.1031069999999,B,1,1,1,8,5,0,3,2,NA,2,2,5,4,1965,2,2,3,4,4,3,5,7.379839897155762,0.09522975195906926
14291513,91513,06511,1,41.3048089999999,-72.9200689999999,B,1,1,1,2,2,0,3,2,NA,2,1,4,1,1990,2,2,2,7,3,3,5,7.097945213317871,0.5981810063506693
14291731,91731,06405,1,41.282145,-72.7697189999999,B,1,2,1,2,7,0,4,2,NA,2,2,4,2,1948,1,2,3,7,3,3,3,13.40401554107666,0.2611834040318911
14291808,91808,06443,3,41.281565,-72.609116,B,1,1,1,2,6,0,4,2,NA,2,1,4,2,1950,1,2,7,10,5,2,2,25.07152366638184,0.7161371368112799
14291887,91887,06605,2,41.172096,-73.2155769999999,B,1,1,1,1,5,0,4,2,NA,2,1,3,1,1966,2,2,3,8,3,2,2,5.994314193725586,0.3666801840851349
14291929,91929,06511,1,41.3048089999999,-72.9200689999999,B,1,1,1,1,3,0,1,2,NA,2,1,4,2,1978,2,2,3,8,5,1,3,7.097945213317871,0.5981810063506693
14291962,91962,06607,3,41.179513,-73.1624549999999,B,1,1,1,6,6,3,4,1,2,2,3,3,3,1962,1,2,1,4,2,2,3,6.318055152893066,0.38810479793565117
14292018,92018,06614,2,41.204706,-73.12054,B,1,1,1,2,7,0,4,2,NA,2,1,5,1,1963,2,2,3,4,3,2,3,9.134256362915039,0.4436797333940571
14292169,92169,06824,2,41.142387,-73.263983,B,1,1,1,2,3,0,5,2,NA,2,1,5,2,1977,2,2,3,8,5,3,3,5.036558151245117,0.33135894224094636
14292252,92252,06511,4,41.319429,-72.9153019999999,B,1,1,1,2,3,0,2,2,NA,2,1,5,2,1964,2,2,3,9,6,3,3,7.774269580841064,0.5046879616179765
14292310,92310,06807,3,41.038164,-73.603599,B,1,1,1,1,1,0,1,2,NA,2,1,4,2,1943,1,2,3,4,4,3,2,6.858394622802734,0.1917796425685663
