PIN,Longitude,Latitude
14261725,-73.00105,41.233113
14261752,-72.063626,41.323733
14262130,-73.084058,41.194944
14262572,-73.224865,41.175631
14262738,-73.132672,41.189685
14262929,-73.177388,41.181886
14262935,-73.299966,41.132572
14263125,-72.892426,41.307227
14263179,-73.376952,41.119383
14263212,-72.924769,41.304674
14263225,-72.816166,41.283346
14263323,-73.15613,41.179661
14263457,-72.954224,41.265145
14263608,-73.186052,41.185937
14263899,-72.942409,41.272775
14264151,-73.132241,41.186936
14265239,-73.000901,41.235235
14265302,-73.59464,41.045656
14265874,-72.878387,41.277547
14265899,-73.248094,41.152403
14265971,-73.549037,41.03414
14266145,-73.543493,41.052603
14266785,-72.887106,41.366011
14267083,-73.197242,41.173355
14267180,-72.625628,41.284746
14267684,-73.15979,41.176373
14267909,-73.186052,41.185937
14268021,-72.955305,41.329393
14268027,-73.099277,41.200177
14268248,-71.8745,41.362068
14268394,-73.186052,41.185937
14268524,-72.920069,41.304809
14268697,-73.051277,41.227019
14268727,-72.022034,41.34892
14268849,-72.634283,41.284614
14268945,-73.5958,41.042786
14269017,-72.952293,41.268972
14269270,-73.198442,41.171474
14269544,-72.868802,41.278814
14269562,-73.108426,41.193496
14269812,-72.67899,41.282946
14269918,-73.162076,41.178206
14269998,-72.911565,41.31451
14270271,-72.939791,41.275788
14270272,-73.536059,41.056715
14270322,-73.522886,41.050804
14270712,-73.466719,41.063552
14270793,-73.5262,41.055533
14270827,-73.310781,41.126313
14271004,-72.835891,41.268214
14271038,-73.158749,41.181922
14271384,-72.91376,41.309938
14271448,-72.956395,41.259021
14271467,-73.18022,41.181349
14271521,-73.540512,41.056149
14271723,-73.418406,41.09813
14271760,-72.956547,41.259216
14272307,-72.938449,41.274735
14272313,-73.54012,41.058739
14272465,-72.954427,41.27051
14272590,-73.10896,41.195018
14272598,-72.592405,41.279364
14272712,-72.954611,41.260347
14272802,-73.189342,41.17928
14273251,-73.543493,41.052603
14273284,-73.176618,41.190028
14273454,-73.236911,41.160672
14274201,-72.912424,41.308375
14274697,-73.535988,41.054194
14274768,-73.169547,41.181991
14274781,-72.899692,41.311199
14274786,-72.916663,41.306655
14275054,-72.919423,41.302472
14275260,-72.922944,41.304705
14275286,-73.537282,41.056913
14275321,-73.203235,41.176726
14275764,-73.568816,41.034552
14275824,-73.543578,41.060307
14275850,-73.267884,41.167666
14276502,-72.956338,41.328713
14276864,-73.214898,41.184542
14276891,-73.215903,41.17476
14277122,-72.873404,41.330688
14277139,-73.564538,41.035559
14278266,-72.835781,41.26806
14278435,-72.951377,41.264773
14278536,-72.627115,41.285801
14278609,-72.04695,41.3464
14278677,-73.528595,41.038929
14278695,-73.229236,41.169239
14278983,-73.636616,41.008287
14279066,-72.898288,41.329709
14279071,-73.418568,41.101558
14279835,-73.05065,41.222933
14280016,-73.547903,41.066193
14280193,-73.059677,41.216081
14280399,-73.601259,41.041975
14280408,-73.634067,41.015005
14280428,-73.189342,41.17928
14280762,-73.136653,41.19241
14281008,-72.955371,41.329129
14281370,-72.951927,41.271921
14282193,-72.922671,41.306028
14282289,-73.155848,41.179362
14282299,-72.894272,41.307048
14282473,-72.913977,41.32103
14282674,-73.599451,41.043761
14282942,-73.533728,41.055576
14282951,-72.947385,41.264742
14283004,-72.922944,41.304705
14283109,-73.267686,41.156558
14283255,-73.534835,41.044503
14283293,-73.537079,41.04319
14283873,-72.632949,41.285046
14284001,-73.105491,41.195752
14284201,-73.230936,41.165102
14284283,-73.535055,41.044524
14284596,-72.92529,41.304199
14284819,-72.958033,41.329947
14284896,-72.377889,41.288626
14284976,-72.684781,41.284696
14285196,-73.267382,41.158873
14285233,-72.900357,41.308705
14285271,-73.269623,41.147668
14285369,-72.922944,41.304705
14285420,-72.676619,41.284109
14285532,-72.951839,41.260303
14285829,-73.131796,41.185211
14286003,-72.951234,41.26502
14286012,-73.17853,41.181934
14286067,-72.949056,41.276714
14287010,-73.536164,41.058386
14287111,-72.918439,41.302816
14287402,-73.103989,41.194417
14287871,-72.951056,41.269031
14288252,-73.542816,41.043328
14288447,-72.950868,41.261206
14288750,-73.270763,41.144947
14288881,-72.876888,41.273647
14289226,-72.919227,41.303796
14289322,-72.957181,41.260991
14289595,-73.603017,41.04161
14290015,-72.439475,41.282179
14290155,-72.950897,41.26378
14290279,-73.205485,41.173095
14290319,-72.90885,41.318079
14290357,-72.439554,41.287538
14290517,-73.300408,41.137102
14290730,-73.124836,41.192242
14290743,-73.217991,41.180948
14290882,-72.90188,41.314876
14291156,-73.103107,41.196815
14291513,-72.920069,41.304809
14291731,-72.769719,41.282145
14291808,-72.609116,41.281565
14291887,-73.215577,41.172096
14291929,-72.920069,41.304809
14291962,-73.162455,41.179513
14292018,-73.12054,41.204706
14292169,-73.263983,41.142387
14292252,-72.915302,41.319429
14292310,-73.603599,41.038164
14292559,-71.873274,41.362482
14292591,-73.049663,41.220217
14292718,-73.543743,41.059564
14293296,-73.219029,41.177705
14293629,-73.213462,41.170268
14293701,-73.08633,41.194017
14293775,-73.510331,41.041873
14293795,-72.86861,41.333528
14293981,-73.538355,41.056795
14294303,-72.92584,41.305845
14294416,-73.19684,41.172824
14294695,-72.608897,41.279571
14295059,-72.816504,41.280469
14295199,-72.899502,41.330661
14295983,-72.955473,41.271124
14296315,-73.130224,41.185711
14296711,-73.049632,41.223444
14296966,-73.189925,41.180382
14297343,-72.816166,41.283346
14297473,-73.530202,41.036341
14297768,-72.624278,41.277214
14297874,-72.257245,41.303815
14297964,-73.102218,41.200578
14298195,-73.125416,41.202048
14298348,-73.082692,41.198241
14298441,-72.911536,41.315202
14298442,-73.105532,41.194444
14298603,-73.1921,41.174673
14298757,-72.328322,41.324
14298871,-73.212715,41.174656
14298872,-72.181602,41.362781
14299042,-72.922944,41.304705
14299335,-73.531923,41.055855
14299382,-72.937627,41.273303
14299413,-72.888542,41.317444
14299648,-73.547811,41.066135
14299723,-72.941043,41.27633
